Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_001384438.1|GALNT1|chr18|+	1960.7	35709787	chr18:35709624-35711834	NA	NA	NA	0.48	0.18	0.24	0.32	0.27	0.24	0.23	NA	0.42	0.21	0.29	0.38	0.21	0.25	0.26	0.35	0.31	0.32	0.29	0.58	0.31	0.03	0.17	0.02	0.33	0.44	0.32	0.31	0.29	0.23	NA	NA	NA	0.30	0.22	NA	0.34	NA	0.60	0.25	NA	0.27	NA	0.26	0.26	0.27	0.26	0.19	0.22	0.20	0.28	0.20	0.20	0.22	0.15	0.12	0.16	0.14	0.19	0.26	0.28	0.26	0.26	0.29
NM_004786.3|TXNL1|chr18|-	103.5	56602823	chr18:56597209-56603056	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
XM_011526264.2|TXNL1|chr18|-	4664.6	56602879	chr18:56602822-56603056	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_171001.1|TYMSOS|chr18|-	15415.5	649747	chr18:649620-649898	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_147163.2|PSMG2|chr18|+	16899.7	12725590	chr18:12725439-12725740	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00
NM_001291916.2|SNRPD1|chr18|+	79787.7	21629234	chr18:21629062-21633520	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001324468.2|ELP2|chr18|+	269.5	36174655	chr18:36174485-36180001	0.07	0.05	0.04	0.05	0.05	0.05	0.03	0.05	0.03	0.04	0.05	0.04	0.08	0.07	0.06	0.04	0.04	0.05	0.03	0.05	0.04	0.04	0.03	0.03	0.03	0.04	0.05	0.02	0.03	0.02	0.03	0.03	0.04	0.06	0.04	0.03	0.05	0.07	0.07	0.05	0.06	0.05	0.05	0.05	0.05	0.06	0.08	0.07	0.09	0.05	0.05	0.06	0.03	0.04	0.03	0.02	0.03	0.03	0.11	0.14	0.10	0.05	0.03	0.04	0.03	0.02	0.05
XR_430081.2|ELP2|chr18|+	356.4	36174655	chr18:36174485-36177931	0.07	0.06	0.05	0.05	0.05	0.06	0.04	0.05	0.04	0.04	0.05	0.04	0.08	0.08	0.05	0.05	0.04	0.07	0.04	0.05	0.04	0.04	0.04	0.04	0.00	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.07	0.05	0.04	0.05	0.07	0.07	0.05	0.07	0.05	0.05	0.05	0.05	0.06	0.07	0.07	0.09	0.06	0.06	0.06	0.04	0.05	0.04	0.03	0.04	0.04	0.08	0.05	0.04	0.06	0.04	0.04	0.04	0.03	0.06
NM_001243960.2|NEDD4L|chr18|+	64180.0	58396581	chr18:58396167-58401539	NA	0.10	0.09	0.12	0.16	NA	0.15	0.15	NA	0.15	NA	0.15	0.08	0.08	0.12	0.11	NA	0.11	0.12	NA	0.12	0.07	NA	0.07	NA	NA	NA	NA	0.06	NA	0.09	NA	NA	0.12	0.06	0.08	0.16	NA	0.19	NA	0.19	NA	NA	0.17	NA	0.19	0.10	0.08	0.11	0.14	0.10	0.10	0.12	NA	0.12	NA	0.07	0.08	NA	NA	NA	NA	NA	0.12	0.09	NA	0.08
NM_001144964.1|NEDD4L|chr18|+	64180.0	58396581	chr18:58396167-58401540	NA	0.10	0.09	0.12	0.16	NA	0.15	0.15	NA	0.15	NA	0.15	0.08	0.08	0.12	0.11	NA	0.11	0.12	NA	0.12	0.07	NA	0.07	NA	NA	NA	NA	0.06	NA	0.09	NA	NA	0.12	0.06	0.08	0.16	NA	0.19	NA	0.19	NA	NA	0.17	NA	0.19	0.10	0.08	0.11	0.14	0.10	0.10	0.12	NA	0.12	NA	0.07	0.08	NA	NA	NA	NA	NA	0.12	0.09	NA	0.08
