Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_024453372.1|CMC1|chr3|+	3547.2	28319660	chr3:28319509-28319776	1.00	NA	NA	1.00	NA	NA	NA	1.00	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	1.00
NM_001331190.2|CMC1|chr3|+	293.0	28319770	chr3:28319509-28321047	0.00	NA	NA	0.00	NA	NA	NA	0.00	NA	0.00	NA	0.00	NA	NA	NA	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00
NM_001244812.3|FOXP1|chr3|-	6502.9	70959210	chr3:70954708-70959391	0.67	0.62	NA	NA	0.50	0.45	0.62	NA	NA	0.58	NA	NA	1.00	1.00	1.00	0.59	0.60	0.54	0.61	0.71	0.63	NA	0.50	0.55	0.23	0.39	0.35	0.46	0.58	0.46	0.60	0.46	0.49	NA	NA	NA	0.70	NA	NA	NA	NA	NA	NA	NA	0.67	0.73	1.00	NA	NA	0.68	0.78	0.57	0.47	NA	0.53	0.48	0.52	0.44	0.40	NA	0.67	0.52	0.57	0.47	0.61	NA	0.42
NM_000532.5|PCCB|chr3|+	34877.9	136330056	chr3:136329905-136330169	1.00	NA	1.00	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	NA	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	NA	NA
XR_001740020.2|TAMM41|chr3|-	452.7	11790430	chr3:11789299-11790581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001320308.2|CMTM8|chr3|+	367.8	32370035	chr3:32369884-32370321	NA	1.00	NA	1.00	NA	NA	1.00	NA	NA	1.00	NA	NA	0.68	0.73	NA	0.87	1.00	1.00	1.00	1.00	NA	NA	NA	NA	0.03	0.11	0.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	0.56	1.00	0.71	0.92	1.00	1.00	1.00	NA	1.00	1.00	0.96	NA	0.60	0.30	0.21	0.70	1.00	1.00	1.00	NA	1.00
XM_006713033.1|DHX30|chr3|+	10738.9	47850018	chr3:47849867-47850193	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	1.00	NA	NA	1.00	NA	NA	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_199074.2|NDUFAF3|chr3|+	17367.8	49023287	chr3:49023056-49023495	0.03	0.03	0.02	0.02	NA	NA	0.02	NA	NA	NA	NA	NA	0.02	0.07	0.02	0.01	0.02	NA	0.01	NA	NA	0.02	NA	NA	0.00	NA	NA	0.02	0.02	NA	0.03	0.02	NA	0.02	NA	0.01	NA	NA	0.03	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	0.03	0.01	0.03	NA	NA	0.01	NA	NA	NA	NA	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.02
XM_011533661.2|APEH|chr3|+	97527.0	49683388	chr3:49683237-49683504	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
XM_024453502.1|APEH|chr3|+	96266.5	49683388	chr3:49683237-49683503	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
XM_024453499.1|APEH|chr3|+	101071.8	49683388	chr3:49683237-49683508	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_001640.4|APEH|chr3|+	28318.5	49683503	chr3:49683237-49683947	0.00	0.00	0.01	0.00	NA	NA	0.01	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.00
XM_005264784.1|RBM6|chr3|+	24978.5	50077159	chr3:50077008-50077249	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_206826.1|GNL3|chr3|+	38486.8	52694344	chr3:52694193-52694486	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00
