Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_017024701.1|PAFAH1B1|chr17|+	438.9	2681911	chr17:2681729-2685615	0.04	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.03	NA	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02	NA	0.04	0.01	0.03	0.01	0.02	0.03	0.02	0.02	0.03	0.01	0.01	0.04	0.02	0.03	0.02	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.04	0.03	0.02	0.04	0.04	0.03	0.02	0.02	0.02
XM_017024702.2|PAFAH1B1|chr17|+	565.6	2681911	chr17:2681729-2684500	0.03	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.02	NA	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.01	NA	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.04	0.01	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.01	0.01
XM_011523901.2|PAFAH1B1|chr17|+	438.7	2681911	chr17:2681729-2685617	0.04	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.03	NA	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02	NA	0.04	0.01	0.03	0.01	0.02	0.03	0.02	0.02	0.03	0.01	0.01	0.04	0.02	0.03	0.02	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.04	0.03	0.02	0.04	0.04	0.03	0.02	0.02	0.02
NM_001042698.2|ZSWIM7|chr17|-	258.6	15977730	chr17:15976560-15977913	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.02	0.01	0.02	0.00	0.02	0.01	0.00	0.00	0.01	0.01	0.01	NA	NA	NA	0.01	0.02	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.01	0.01	0.01	0.00	0.02	0.00	0.02	0.04	0.00	0.01	0.01	0.02	0.02	0.01	0.00	0.01	0.02	0.00	0.03	0.07	0.02	0.02	0.02	0.01	0.01	0.01	0.02
NM_001369146.2|ALDH3A2|chr17|+	592.7	19675742	chr17:19675558-19677596	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.03	0.03	0.04	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.03	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.04	0.03	0.02	0.02	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.06	0.06	0.09	0.01	0.01	0.01	0.01	0.01	0.01
NM_003079.5|SMARCE1|chr17|-	2424.4	40628721	chr17:40624962-40628993	NA	NA	NA	NA	NA	NA	0.01	NA	NA	0.01	NA	0.01	0.00	0.00	0.01	0.02	0.02	NA	0.02	NA	NA	NA	NA	0.02	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	NA	NA	NA	NA	0.01	NA	NA	0.01	0.01	0.02	NA	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	NA	NA	0.02	0.02	NA	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.02
XM_005257776.5|SCRN2|chr17|-	5715.0	47837851	chr17:47837719-47838002	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	NA	NA	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00
XM_017024763.1|PHB1|chr17|-	24254.3	49404836	chr17:49404052-49405204	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.03	0.03	0.02	0.03	0.04	0.04	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.02	0.02	NA	0.16	NA	0.02	0.02	0.01	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.02	0.02	0.04	0.04	0.03	0.05	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.05	0.06	0.06	0.02	0.02	0.02	0.02	0.02	0.02
NM_001281497.2|PHB1|chr17|-	15591.8	49404836	chr17:49404052-49405042	0.03	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.03	0.03	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.08	0.11	0.00	0.01	0.01	0.01	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.04	0.05	0.05	0.02	0.02	0.01	0.02	0.02	0.02
NM_007215.4|POLG2|chr17|-	1798.6	64477836	chr17:64477785-64477988	NA	NA	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00
