Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_006723961.4|FTCD|chr21|-	203551.3	46136779	chr21:46136511-46137073	NA	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.01	0.02	0.00	NA	0.00	0.01	NA	0.00	NA	NA	0.00	0.01	0.01	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	0.00	NA	NA	NA	NA	NA	NA	0.01	NA	NA	0.01	0.02	0.01	0.01	0.00	NA	0.01	NA	0.00	NA	NA	NA	0.01	0.02	0.01	NA	NA	NA	NA	NA	NA
NM_206965.2|FTCD|chr21|-	353986.4	46136922	chr21:46136779-46137073	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA
XM_006723962.4|FTCD|chr21|-	525397.2	46136902	chr21:46136779-46137053	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	1.00	NA	NA
XM_017028264.1|WDR4|chr21|-	17913.4	42843125	chr21:42843075-42843281	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001316988.2|SLX9|chr21|+	19768.6	44976831	chr21:44976680-44976973	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	NA	NA	NA	1.00	NA	1.00	NA	1.00	NA	1.00
XM_017028481.2|SLX9|chr21|+	20356.2	44976831	chr21:44976680-44976976	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	NA	NA	NA	1.00	NA	1.00	NA	1.00	NA	1.00
NM_001320651.2|LOC102724594|chr21|-	3837828.2	6484765	chr21:6484623-6484916	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	1.00	1.00	NA	NA	NA	1.00	NA	NA	NA	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_146146.1|RNA18SN2|chr21|+	2330225546.9	8210820	chr21:8209631-8211499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	0.01	0.01	0.01	NA	NA	NA	NA	NA	0.01	NA	0.01	0.00	0.01	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.01	0.01	0.00	NA	NA	0.01	0.01	NA	NA	0.01	NA	0.01	0.01	0.01	NA	NA	NA	0.01	0.00	0.00
NR_146148.1|RNA28SN2|chr21|+	6042165.1	8214276	chr21:8213888-8218941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.14	0.18	0.11	0.10	0.09	0.08	0.06	0.06	NA	NA	0.11	0.14	0.05	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.16	0.15	NA	0.19	0.16	0.31	0.18	0.11	0.16	0.16	0.18	0.17	0.17	0.18	NA	NA	NA	NA	NA	NA
NR_146152.1|RNA18SN3|chr21|+	2195468435.7	8393855	chr21:8392666-8394534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	0.01	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.01	0.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	NA	0.01	0.01	0.01	NA	NA	NA	0.00	0.00	0.00
