Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_005267688.3|MNAT1|chr14|+	199.3	60968710	chr14:60968559-60969881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_182852.4|CCNB1IP1|chr14|-	6338.5	20311601	chr14:20311370-20311752	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.70	1.00	NA	NA	NA	1.00	NA	1.00
NM_017807.4|OSGEP|chr14|-	216.3	20447058	chr14:20446401-20447279	0.00	NA	0.00	0.00	NA	NA	0.00	NA	NA	0.00	NA	0.00	0.00	0.01	0.00	0.01	0.01	0.03	0.00	NA	NA	0.01	0.00	0.01	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.01	NA	0.00	NA	0.00	NA	0.00	0.00	NA	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	NA	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00
NM_031314.3|HNRNPC|chr14|-	197185.4	21210554	chr14:21209147-21211306	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	NA	0.01	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	NA	0.01	0.00	NA	NA	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.01	NA	NA	NA	NA	0.01	0.01	0.01	NA	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	NA	0.01	NA	0.01	0.01	0.01	0.01	NA	NA	0.01	0.01	0.01	NA	0.01
XM_024449557.1|HNRNPC|chr14|-	291455.8	21210554	chr14:21209845-21211306	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	NA	0.01	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	NA	0.01	0.01	NA	NA	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.01	NA	NA	NA	NA	0.01	0.01	0.01	NA	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	NA	0.01	NA	0.01	0.01	0.02	0.03	NA	NA	0.01	0.02	0.01	NA	0.02
XM_024449559.1|HNRNPC|chr14|-	292206.9	21210554	chr14:21209848-21211306	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	NA	0.01	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	NA	0.01	0.01	NA	NA	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.01	NA	NA	NA	NA	0.01	0.01	0.01	NA	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	NA	0.01	NA	0.01	0.01	0.02	0.03	NA	NA	0.01	0.02	0.01	NA	0.02
XM_024449558.1|HNRNPC|chr14|-	442248.5	21210936	chr14:21210520-21211306	0.32	0.24	0.21	0.29	NA	NA	0.30	NA	NA	0.27	NA	NA	0.69	0.59	0.55	0.27	0.25	0.31	0.25	NA	0.23	0.30	NA	0.25	0.64	NA	NA	0.25	0.25	NA	0.25	0.29	0.22	0.28	0.19	NA	NA	NA	NA	0.18	0.24	0.28	NA	0.34	NA	0.31	0.52	0.58	0.52	0.27	0.29	NA	0.26	NA	0.23	NA	0.28	0.27	0.50	0.30	NA	NA	0.26	0.30	0.29	NA	0.33
XM_011536381.2|SUPT16H|chr14|-	461.9	21352398	chr14:21351472-21352818	NA	NA	NA	NA	0.06	NA	0.13	NA	NA	0.10	NA	NA	0.07	0.19	0.15	0.18	NA	NA	NA	NA	NA	0.17	NA	NA	0.10	NA	0.04	0.03	0.06	0.01	0.03	0.04	0.05	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.24	0.14	0.10	0.12	0.12	0.22	NA	0.06	0.06	0.11	NA	0.09	0.16	0.05	0.07	0.05	0.05	0.05	0.04	0.06
NM_007192.4|SUPT16H|chr14|-	457.6	21352398	chr14:21351476-21352818	NA	NA	NA	NA	0.05	NA	0.13	NA	NA	0.10	NA	NA	0.06	0.18	0.14	0.17	NA	NA	NA	NA	NA	0.16	NA	NA	0.10	NA	0.04	0.03	0.06	0.01	0.03	0.04	0.05	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.22	0.13	0.09	0.11	0.11	0.21	NA	0.05	0.05	0.11	NA	0.09	0.15	0.05	0.07	0.05	0.05	0.05	0.03	0.06
NM_182835.2|SCFD1|chr14|+	54104.4	30735770	chr14:30735586-30735828	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.17	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
