Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NR_027697.1|TAPT1-AS1|chr4|+	167.4	16256488	chr4:16256308-16258187	0.03	0.01	0.01	0.02	0.01	0.01	0.01	0.02	NA	0.02	NA	0.01	0.04	0.04	0.02	0.03	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.02	NA	NA	0.01	0.02	0.02	0.01	0.02	0.01	0.03	0.03	0.02	0.02	0.03	0.01	0.02	0.02	0.01	0.02	0.03	0.03	0.01	0.03	0.03	0.03	0.03	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.03	0.04	0.01	0.02	0.01	0.02	0.01	0.01
NR_027696.1|TAPT1-AS1|chr4|+	1602.2	16256408	chr4:16256257-16258187	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.03	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.09	NA	0.00	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.03	0.01	0.02	0.03	0.02	0.03	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.03	0.03	0.04	0.02	0.02	0.01	0.02	0.01	0.02
NM_001312647.2|UBE2K|chr4|+	244.3	39778629	chr4:39778360-39782792	0.10	0.07	0.08	0.07	0.06	NA	0.08	NA	NA	0.07	NA	NA	0.05	0.10	0.07	0.06	0.08	0.06	0.08	0.08	0.09	0.06	0.07	0.05	NA	NA	NA	0.07	0.06	0.06	0.08	0.08	0.07	0.09	0.04	0.07	0.08	NA	0.05	NA	NA	NA	NA	0.09	NA	0.10	NA	NA	NA	0.07	0.05	NA	0.06	NA	0.04	0.03	0.06	0.08	0.08	0.07	NA	NA	0.09	0.08	0.07	0.08	0.06
NM_001130716.2|PLAC8|chr4|-	7417.9	83090690	chr4:83090048-83090971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.01	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.14	0.00	0.00	0.00	0.00	0.00	0.00
NM_001256428.2|PDLIM5|chr4|+	140808.9	94665487	chr4:94663978-94668223	NA	NA	NA	NA	0.03	NA	0.03	0.03	0.03	0.02	NA	NA	NA	NA	NA	0.02	0.04	0.03	0.03	0.04	0.04	0.04	NA	0.03	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	0.02	0.03	0.04	0.03	NA	0.03	0.03	0.03	0.03	NA	NA	0.01	NA	NA	NA	NA	NA	NA
NM_001370202.1|SLC9B2|chr4|-	12.8	103020238	chr4:103018029-103020389	NA	NA	NA	0.02	0.02	0.02	0.02	0.01	0.02	0.02	NA	0.01	0.01	0.01	0.03	0.03	0.02	NA	0.02	NA	NA	0.03	NA	0.06	0.00	NA	0.03	0.03	0.02	NA	NA	0.01	NA	NA	0.00	NA	0.01	0.01	NA	NA	NA	NA	NA	0.02	0.01	0.05	0.02	NA	0.03	0.01	0.01	0.03	0.02	NA	0.02	0.01	0.01	0.01	0.01	0.00	0.01	NA	0.02	0.01	0.04	NA	0.03
NM_176869.3|PPA2|chr4|-	2035.3	105369564	chr4:105369077-105369753	0.00	0.00	0.01	0.02	0.00	0.01	0.01	0.00	NA	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	NA	NA	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.00	NA	0.01	0.00	0.00	0.00	NA	0.01	NA	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	NA	NA	0.00	0.01	0.01	0.00	0.00	0.00	0.01
NM_001267817.2|OSTC|chr4|+	12775.6	108667601	chr4:108667247-108667820	0.64	0.78	0.50	0.57	0.54	0.48	0.53	0.53	0.51	0.61	0.58	0.64	0.70	0.32	0.22	0.53	0.65	0.49	0.59	0.57	0.52	0.64	0.69	0.51	0.60	NA	0.05	0.59	0.53	0.75	0.66	0.93	0.60	0.44	0.34	0.47	0.52	0.55	0.57	0.54	0.56	0.44	0.48	0.63	0.44	0.50	0.35	0.15	0.38	0.53	0.46	0.50	0.50	0.63	0.64	0.54	0.50	0.59	0.48	0.39	0.68	0.44	0.78	0.75	0.68	0.73	0.72
XR_001741338.1|SMARCA5|chr4|+	1687.4	143553413	chr4:143553119-143554372	0.02	0.01	NA	0.01	NA	NA	0.01	0.01	NA	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	NA	0.00	NA	NA	0.01	0.01	NA	NA	NA	NA	0.02	0.01	NA	0.01	NA	0.02	NA	NA	0.01	NA	0.02	NA	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	0.01	0.02	0.01	0.00	0.01	0.02	0.02	NA	NA	0.01	0.01	NA	0.01
NM_003601.4|SMARCA5|chr4|+	857.8	143553413	chr4:143553119-143557486	0.06	0.05	NA	0.05	NA	NA	0.05	0.07	NA	0.05	NA	0.06	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	NA	0.04	NA	NA	0.05	0.05	NA	NA	NA	NA	0.05	0.04	NA	0.05	NA	0.05	NA	NA	0.05	NA	0.05	NA	0.06	0.04	0.03	0.04	0.05	0.05	NA	0.03	0.04	0.03	0.06	0.05	0.05	0.02	0.05	0.05	NA	NA	0.06	0.06	NA	0.06
